ID,requirements_text,CTL,Pattern
1332,"The TCS shall provide the functional capability to train in the operation of the TCS system, performance of TCS UAV functions, and on line system troubleshooting.",AG(TCSOperationTraining & TCSUAVFunctionsTraining & onLineTroubleshootingTraining),Pattern 4.1: Universality - Globally
1333,The TCS system shall not support formal Training operations concurrent with the execution of an actual mission.,AG((trainingOperation & !missionExecution) | (!trainingOperation & missionExecution)),Pattern 4.1: Universality - Globally
1334,The capability for the conduct of actual communications processing concurrently with Training operations shall be provided if and only if messages are identified as training messages.,AG((communicationsProcessing & trainingOperation) <-> trainingMessages),Pattern 4.1: Universality - Globally
1335,TCS shall record operator and maintainer actions for self assessment and performance enhancement.,AG(operatorActions & maintainerActions),Pattern 4.1: Universality - Globally
1336,Operator and maintainer performance shall be measurable using parameters retrievable from the TCS to determine proficiency levels.,AG(operatorPerformanceMeasurable & maintainerPerformanceMeasurable),Pattern 4.1: Universality - Globally
1337,Each Service shall support the TCS as part of the UAV system which is organic to them.,forall i: AG(serviceSupportsTCS(i)),Pattern 4.1: Universality - Globally
1338,"To the maximum extent possible, general purpose test equipment (GPTE) and common tools resident in each service shall be used to perform all corrective and preventative maintenance at all authorized levels of maintenance.",AG(useGPTE & useCommonTools),Pattern 4.1: Universality - Globally
1339,The TCS shall be transported into the theater as an organic component of the operational UAV system being deployed.,AG(TCSTransport = UAVSystemTransport),Pattern 4.1: Universality - Globally
1340,"TCS transportation in theater for Army and Marine Corps systems shall be by ground, air, as well as rail transportable. ",AG((system = army | system = marineCorps) -> AF(transportation = ground | transportation = air | transportation = rail)),Pattern 6.1: Response - Globally
1341,"For the Air Force, TCS transportation to the theater shall be by air.",AG((system = airForce) -> AF(transportation = air)),Pattern 6.1: Response - Globally
1342,"Within the theater, the USAF GCS shall be capable of being moved around an established air field.",AG(theater -> AF(moveAroundAirfield)),Pattern 6.1: Response - Globally
1343,The TCS shall be ground transportable.,AG(groundTransportable),Pattern 4.1: Universality - Globally
1344,The TCS shall be air transportable by helicopter (CH-47/CH-53D) and C-130 drive-on/drive-off capable.,AG(airTransportableCH47CH53D & airTransportableC130),Pattern 4.1: Universality - Globally
1345,The TCS shall be sea transportable.,AG(seaTransportable),Pattern 4.1: Universality - Globally
1346,The TCS shall be rail transportable.,AG(trailTransportable),Pattern 4.1: Universality - Globally
1347,"The TCS shall be configurable for sea, ground, as well as air transport in 2 hours or less.",AG ((seaTransportConfigured & groundTransportConfigured & airTransportConfigured) & configurationTime <=2),Pattern 4.1: Universality - Globally
1348,The TCS shall have an objective capability to be integrated and operated from tactical and command and control aircraft.,AG(TCS -> EF(integratedInAircraft & operatedFromAircraft)),Pattern 6.1: Response - Globally
1349,The TCS shall have an objective capability to be integrated and operated from submarines.,AG(TCS -> EF(integratedInSubmarines & operatedFromSubmarines)),Pattern 6.1: Response - Globally
1350,The TCS shall have a capability to be integrated and operated from land based platforms.,AG(TCS -> EF(integratedInLandPlatforms & operatedFromLandPlatforms)),Pattern 6.1: Response - Globally
1351,The TCS shall have an objective capability to be integrated and operated from ships.,AG(TCS -> EF(integratedInShips & operatedFromShips)),Pattern 6.1: Response - Globally
1352,The product uses the Qt graphical library. It must run with all the operating systems that Qt supports.,AG(product -> EF(supportedByAllQtOS)),Pattern 6.1: Response - Globally
1353,The user must undo and redo its last thousand actions.,AG(undoable) & AG(redoable),Pattern 4.1: Universality - Globally
1354,The product must count and display the time that the user uses to play.,AG(userPlaying -> AF(countTime & displayTime)),Pattern 6.1: Response - Globally
1355,The product must count and display the number of the user' asction.,AG(userAction -> AF(actionCount & actionCountDisplayed)),Pattern 6.1: Response - Globally
1356,The product must record the score (time and number of counts) of a play associated with the name of a user.,AG(userPlaying(i) -> EX((timeRecorded & countRecorded) & userNameAssociated(i))),Pattern 6.1: Response - Globally
1357,The product must display a window with all the player' scores.,AG(ccoresRecorded -> AX(windowDisplayedWithScores)),Pattern 6.1: Response - Globally
1358,The selected block follows the mouse movement without overlap the other blocks and exit of the game zone. The selected block can' t move near other blocks at least 0.05x from the others blocks.,AG(selectedBlockFollowsMouse -> AG(!overlapWithOtherBlocks & !exitGameZone) & AG(!nearOtherBlocks)),Pattern 1.3: Absence - After Q
1359,The game displays the block positions at the places where they were before the last movement. This action is consider like a movement.,AG(lastMovement -> EX(displayBlockPositionsAtPreviousPlaces & isMovement)),Pattern 6.1: Response - Globally
1360,"The ""undo"" action is unavailable if there was no previous movement.",AG(!previousMovement -> AG(!undoable)),Pattern 1.3: Absence - After Q
1361,The user can redo a movement that has been canceled.,AG(movementCancelled -> AF(redoable)),Pattern 6.1: Response - Globally
1362,The game displays the block positions at the places where they were before the last movement was canceled. This action is consider like a movement.,AG(movementCancelled -> AF(displayBlockPositions & previousBlockPositions(i) & isMovement)),Pattern 6.1: Response - Globally
1363,"The redo action is unavailable, if the previous action wasn't an ""undo"" action.",AG(!undoAction -> AG(!redoable)),Pattern 1.3: Absence - After Q
1364,"If the number of block movements of the current player is lower than the highest number of block movement recorded in the statistic file, then The ""Finish Window with Statistics"" is displayed. If not the ""Simple finish Window"" is displayed.",AG((blockMovementsCurrentPlayer < maxBlockMovementsStatFile) -> AF(displayFinishWindowWithStats)) & AG((blockMovementsCurrentPlayer >= maxBlockMovementsStatFile) -> AF(displaySimpleFinishWindow)),Pattern 6.1: Response - Globally
1365,The following statistics are recorded during the game: number of block movements since the start; and time since the start.,AG(gameStart -> AF(recordedBlockMovements & recordedTime)),Pattern 6.1: Response - Globally
1366,The number of block movements is incremented by 1. The difference in time of the block movement and the previous recorded time is recorded.,AG(blockMovement -> AX(blockMovementsCount = blockMovementsCountPrevious + 1 & timeDifference = TimeCurrent - TimePrevious)),Pattern 6.1: Response - Globally
1367,The game statistics is composed of 10 player statistics.,AG(numberOfPlayerStatistics = 10),Pattern 4.1: Universality - Globally
1368,"The statistics of the player (its name, the block movement number, the time passed to solve the headache) is recorded in the statistic file.",AG(player -> EX(recordedInFile(i) & nameRecorded(i) & blockMovementNumberRecorded(i) & timeRecorded(i))),Pattern 6.1: Response - Globally
1369,"If 10 player statistics are already recorded, the player statistics of the file with the greatest number of block movements is erased.",AG((numberOfPlayerStatistics = 10) -> AX(EF(statisticsErased(i) & highestBlockMovement(i)))),Pattern 6.1: Response - Globally
1370,"If the file was correctly updated, there is no output. If not, like wrong permissions or disk full, an error message is displayed.",AG((fileUpdateSuccess) -> EG(!output)) & AG((!fileUpdateSuccess) -> EG(errorMessageDisplayed)),Pattern 4.1: Universality - Globally
1371,The user could erase all the statistics.,AF(userCanEraseStatistics),Pattern 2.1: Existence - Globally
1372,A dialog box is open: the user could choose a file that contains all the data of the game previously saved.,AF(dialogBoxOpen -> EX(userChoosesFile & gameDataLoaded)),combination of 2.1 and 6.1
1373,The board game is redrawn according to the file data. The player statistics are set to the player statistics of the file data.,AG(fileDataLoaded -> AX(boardGameRedrawn & playerStatisticsSet)),Pattern 6.1: Response - Globally
1374,"If the game was never saved, the processing is identical to the action ""Save as..."". If not, the following internal data are saved into the previous file that was used to save the game: the current positions of the blocks, their last 10000 previous positions, the number of the previous movements 
and the time passed by the user to solve the headache.",AG((gameNeverSaved -> EX(saveAsProcess)) & ((!gameNeverSaved) -> EX(gameSaved & blocksCurrentPositionsSaved & last10000PositionsSaved & numberOfPreviousMovementsSaved & timePassedSaved))),Pattern 6.1: Response - Globally
1375,"A dialog box is open : the user could choose a file that will contain all the data of the current game. Next, the following internal data are saved into the file : the current positions of the blocks, their previous positions, the number of the previous movements and the time passed by the user 
to solve the headache.",EX(userChoosesFile -> AX(blocksCurrentPositionsSaved & blocksPreviousPositionsSaved & numberOfPreviousMovementsSaved & timePassedSaved)),combination of 2.1 and 6.1
1376,"If the game is not saved, a dialog box is displayed that asks to the player if he wants to save the game. Two choices are possible : ""Yes"" and ""No"". If ""Yes"" is selected, the action ""Save"" is processed and the main window disappeared. If ""No"" is selected, the main window disappeared.",AG(!gameSaved -> AX(dialogBoxDisplayed & (userSelectsYes -> EX(actionSave & mainWindowDisappears)) U (userSelectsNo -> EX(mainWindowDisappears)))),Pattern 6.1: Response - Globally
